time,fcacc,rlvacc,frtjacc,frtmacc,fbracc,rlwacc,crtacc,rleavc,frootcj,frootcm,fbrchc,rlwodc,crootc,strucc(1),strucc(2),metabc(1),metabc(2),som1c(1),som1c(2),som2c(1),som2c(2),som3c,dslit,dsom2c(1),dsom2c(2),dsom3c,dsomtc,dsomsc,nppt,nstemp,natemp,Condition
2083.08,0,0,0,0,0,0,0,0.7787,140.4835,140.5028,1933.91,20598.56,4993.669,631.7033,285.5412,79.8263,65.7463,45.7644,69.2894,1182.744,3050.852,3046.808,-141.7711,-86.1907,-35.8556,-12.2187,-31.1137,-25.1967,0.2485714286,0,-2.420535714,N_addition
2083.17,0,0,0,0,0,0,0,0.7787,125.6256,137.0184,1928.117,20588.28,4991.167,626.4914,287.3411,75.9461,71.7594,47.2394,70.2306,1182.825,3051,3046.841,-141.7468,-86.2732,-35.9363,-12.221,-31.3176,-25.2582,0.4103225806,0.4525903226,-1.228225806,N_addition
2083.25,0,0,0,0,0,0,0,0.7787,112.3306,133.6178,1922.341,20577.99,4988.669,622.3738,288.8612,73.1919,76.1244,48.2269,71.3792,1182.928,3050.708,3046.871,-141.7288,-86.3428,-36.0093,-12.2216,-31.4846,-25.3184,0.4983333333,9.483456667,8.529166667,N_addition
2083.33,26.0439,23.4395,2.4742,0.1302,0,0,0,24.2182,105.3395,131.5434,1916.582,20567.67,4986.179,611.5324,287.8182,64.332,68.3995,49.8873,73.6685,1183.264,3050.516,3046.941,-141.6345,-86.5158,-36.1844,-12.2235,-31.4594,-25.4541,0.3174193548,10.68064516,9.516129032,N_addition
2083.42,139.8551,121.4388,17.4955,0.9208,0,0,0,122.2175,111.1627,130.5963,1910.841,20557.38,4983.682,598.2426,286.5163,54.6727,61.2398,50.6437,74.9629,1183.735,3051.245,3047.014,-141.5107,-86.733,-36.3879,-12.2251,-31.4359,-25.585,0.471,20.43645333,18.80833333,N_addition
2083.5,375.2324,209.235,73.6133,3.8744,15.9318,58.4164,14.1616,210.0137,149.8975,134.6928,1921.037,20605.52,4995.353,573.9824,283.2865,40.2764,48.9623,49.5275,75.0461,1184.398,3052.56,3047.151,-141.2806,-87.1285,-36.7728,-12.2287,-31.3587,-25.7845,0.405483871,21.51963548,20.24435484,N_addition
2083.58,606.2912,209.3109,128.6967,6.7735,47.0718,172.5967,41.8416,210.0895,177.8633,141.579,1946.378,20709.37,5020.531,549.9755,279.6854,30.2895,40.8003,46.5469,72.6125,1184.386,3052.255,3047.322,-141.0776,-87.505,-37.2252,-12.2329,-31.3413,-25.9649,0.2864516129,21.52054516,20.60483871,N_addition
2083.67,754.0413,209.3535,175.215,9.2218,64.8452,237.7657,57.6401,210.1322,192.6758,149.1378,1958.284,20764.19,5033.817,529.7977,278.3596,24.4545,41.7099,43.547,70.481,1183.651,3052.794,3047.454,-140.933,-87.8024,-37.588,-12.2368,-31.4917,-26.1077,0.2093333333,17.06896,16.77666667,N_addition
2083.75,789.8723,209.3535,209.2545,11.0134,64.8452,237.7657,57.6401,210.1322,199.149,154.2586,1952.418,20753.82,5031.297,516.0402,276.9153,21.7725,41.3351,41.4775,69.0023,1182.707,3051.59,3047.577,-140.8551,-87.9925,-37.9056,-12.24,-31.6033,-26.2378,0.9851612903,8.959990323,9.545967742,N_addition
2083.83,797.5206,209.3535,216.5203,11.3958,64.8452,237.7657,57.6401,147.0415,187.6969,153.9181,1946.569,20743.46,5028.785,540.3301,275.9652,40.3768,42.0121,39.3975,67.8358,1181.174,3052.203,3047.671,-142.1,-88.2011,-38.165,-12.2425,-31.7175,-26.3477,0.3753333333,2.775263333,4.555833333,N_addition
2083.92,797.5206,209.3535,216.5203,11.3958,64.8452,237.7657,57.6401,0.7772,171.184,151.0158,1940.738,20733.09,5026.265,626.6381,277.0914,87.6582,48.324,40.9589,67.562,1180.635,3052.297,3047.721,-144.3841,-88.3065,-38.2967,-12.2438,-31.9223,-26.4096,0.2661290323,-0.3843387097,-2.928225806,N_addition
2084,0,0,0,0,0,0,0,0.7772,153.381,147.3362,1934.924,20722.74,5023.752,622.718,279.4028,84.766,57.8552,42.7363,67.8358,1180.536,3052.008,3047.751,-144.3792,-88.3673,-38.373,-12.2444,-32.1885,-26.4536,0.3551612903,-0.002861290323,-0.510483871,N_addition
2084.08,0,0,0,0,0,0,0,0.7772,137.3032,143.716,1929.127,20712.38,5021.24,617.7769,281.4323,80.8264,65.3808,44.5843,68.5107,1180.482,3051.99,3047.781,-144.36,-88.4449,-38.4519,-12.245,-32.4199,-26.5076,0.1903571429,-0.1871285714,-3.966071429,N_addition
2084.17,0,0,0,0,0,0,0,0.7772,122.7577,140.1458,1923.348,20702.05,5018.724,613.838,283.2214,78.0059,71.2912,45.8664,69.4571,1180.485,3051.725,3047.809,-144.345,-88.5091,-38.5255,-12.2456,-32.6182,-26.564,0.0435483871,1.147474194,0.8040322581,N_addition
2084.25,0,0,0,0,0,0,0,0.7772,109.6871,136.6487,1917.587,20691.7,5016.211,611.5804,284.7321,76.8674,75.5276,46.5788,70.6298,1180.507,3050.928,3047.84,-144.3433,-88.5506,-38.5916,-12.2464,-32.7803,-26.6203,0.15,8.92061,8.213333333,N_addition
2084.33,45.2342,40.7108,4.2973,0.2262,0,0,0,41.488,104.7818,134.635,1911.842,20681.34,5013.707,603.9548,283.8331,70.2697,68.461,48.2313,72.8282,1180.631,3050.14,3047.906,-144.2793,-88.6725,-38.7505,-12.2483,-32.7579,-26.7448,0.3922580645,13.11202258,11.95725806,N_addition
2084.42,194.7142,161.9635,31.1131,1.6375,0,0,0,162.7408,121.8847,134.5425,1906.115,20670.98,5011.194,590.6707,282.2491,59.5387,59.9611,49.7531,74.2396,1180.954,3050.356,3047.989,-144.1524,-88.886,-38.965,-12.2505,-32.7113,-26.8828,0.4973333333,18.45547333,17.3325,N_addition
2084.5,378.1014,209.2984,74.8359,3.9387,16.2051,59.4187,14.4045,210.0756,148.7796,137.7024,1916.597,20720.06,5023.093,558.3716,279.0603,38.8713,47.851,48.6871,74.2729,1181.545,3054.351,3048.123,-143.8261,-89.4095,-39.3903,-12.2538,-32.6556,-27.1061,0.3032258065,22.33851613,21.08306452,N_addition
2084.58,636.686,209.3828,136.4972,7.1841,51.0519,187.1905,45.3795,210.16,182.4447,145.1248,1945.652,20837.45,5051.549,537.3605,277.1611,30.329,44.4391,45.9792,72.6796,1181.285,3055.156,3048.26,-143.6493,-89.7398,-39.7715,-12.2572,-32.7338,-27.2686,0.4274193548,19.30114516,18.3733871,N_addition
2084.67,795.1961,209.432,185.3737,9.7565,70.3141,257.8183,62.5014,210.2092,200.5171,152.2856,1959.045,20897.63,5066.143,516.629,274.7843,24.1017,41.014,42.8353,70.576,1180.281,3054.602,3048.414,-143.4939,-90.0438,-40.1773,-12.2608,-32.8071,-27.4311,0.2606666667,14.63066,14.37666667,N_addition
2084.75,821.8985,209.432,210.7411,11.0916,70.3141,257.8183,62.5014,210.2092,203.1002,154.9669,1953.176,20887.21,5063.609,499.4166,272.5961,20.1109,38.6704,40.1534,68.4903,1178.813,3054.013,3048.543,-143.3727,-90.2756,-40.5202,-12.2644,-32.8696,-27.5624,0.5580645161,7.936219355,8.732258065,N_addition
2084.83,830.5433,209.432,218.9536,11.5239,70.3141,257.8183,62.5014,125.0606,193.4693,153.9723,1947.325,20876.79,5061.081,542.6158,272.2824,47.532,41.4726,39.0753,67.3477,1177.55,3053.914,3048.624,-145.1172,-90.4242,-40.7323,-12.2664,-33.011,-27.6473,0.4076666667,5.25264,6.765833333,N_addition
2084.92,830.5433,209.432,218.9536,11.5239,70.3141,257.8183,62.5014,0.7818,177.2219,151.3554,1941.492,20866.36,5058.547,614.3906,273.0677,85.9669,46.5755,41.0862,67.0463,1176.992,3053.654,3048.681,-147.0197,-90.5345,-40.8709,-12.2686,-33.1923,-27.7118,0.1674193548,1.043325806,3.153225806,N_addition
2085,0,0,0,0,0,0,0,0.7818,160.5641,148.0949,1935.676,20855.95,5056.019,609.6867,274.722,82.135,53.8168,43.0379,67.2449,1176.861,3053.044,3048.721,-147.0045,-90.6057,-40.9645,-12.2695,-33.414,-27.7626,0.165483871,-1.581225806,-4.250806452,N_addition
2085.08,0,0,0,0,0,0,0,0.7818,142.6676,144.2147,1929.877,20845.53,5053.491,606.7448,277.2753,80.469,63.7355,44.2109,67.731,1176.811,3052.738,3048.75,-147.0061,-90.6578,-41.0297,-12.2697,-33.6918,-27.8052,0.1993103448,-0.6490517241,-3.554310345,N_addition
2085.17,0,0,0,0,0,0,0,0.7818,126.9937,140.4932,1924.096,20835.11,5050.971,603.2957,279.3927,78.1642,71.0677,45.3943,68.6064,1176.789,3052.459,3048.778,-146.9974,-90.717,-41.0968,-12.2703,-33.9201,-27.8571,0.3558064516,-0.02938709677,-0.6701612903,N_addition
2085.25,0,0,0,0,0,0,0,0.7818,113.2794,136.9319,1918.332,20824.7,5048.443,598.9383,281.1054,74.9033,76.1472,46.6225,69.755,1176.806,3052.367,3048.809,-146.9746,-90.7909,-41.1696,-12.2709,-34.1062,-27.9177,0.268,5.786673333,5.11,N_addition
2085.33,0,0,0,0,0,0,0,0.7818,103.0627,134.1573,1912.586,20814.27,5045.923,592.5233,281.2438,69.5619,73.5326,47.9691,71.6931,1176.884,3051.926,3048.859,-146.9216,-90.8952,-41.2865,-12.2724,-34.1577,-28.0166,0.1983870968,13.66395806,12.2266129,N_addition
2085.42,129.2681,116.3413,12.2805,0.6463,0,0,0,117.1231,105.7147,133.4171,1906.856,20803.85,5043.395,584.0585,280.2088,62.7227,66.3004,49.0952,73.5419,1177.044,3051.441,3048.929,-146.8418,-91.0349,-41.4574,-12.2749,-34.1285,-28.1411,0.355,18.01397333,16.55416667,N_addition
2085.5,358.7897,209.3702,59.8524,3.1501,15.5551,57.0353,13.8267,210.152,138.9723,136.1245,1916.686,20850.47,5054.703,568.1764,278.5334,51.1899,57.5973,49.7011,74.7569,1177.386,3052.197,3049.022,-146.6815,-91.3004,-41.7214,-12.2773,-34.0977,-28.3015,0.3890322581,21.22815161,19.95,N_addition
2085.58,568.8696,209.438,109.9446,5.7866,43.8661,160.8423,38.9921,210.2198,165.8153,141.5523,1939.217,20943.83,5077.337,536.9446,274.9743,33.8563,45.4822,47.0607,73.9086,1177.501,3055.06,3049.186,-146.3628,-91.8096,-42.2034,-12.2818,-34.0469,-28.5343,0.4932258065,21.56408387,20.68064516,N_addition
2085.67,755.5482,209.4932,154.4492,8.1289,69.0258,253.0948,61.3563,210.275,181.0848,148.3038,1958.53,21025.6,5097.158,513.0417,271.8623,25.3759,39.769,43.4162,71.108,1176.56,3055.015,3049.356,-146.1558,-92.1714,-42.6517,-12.2868,-34.0702,-28.7046,0.2293333333,17.12410333,16.875,N_addition
2085.75,805.6759,209.5023,183.753,9.6712,72.4949,265.8146,64.4399,210.2841,183.967,153.0087,1956.122,21027.83,5097.692,494.3082,269.3265,20.6568,37.1416,40.4147,68.3639,1175.029,3054.466,3049.503,-146.0121,-92.4296,-43.0429,-12.2908,-34.1317,-28.846,0.224516129,8.35886129,9.181451613,N_addition
2085.83,809.9254,209.5023,187.7901,9.8837,72.4949,265.8146,64.4399,133.4955,171.8156,151.9157,1950.262,21017.29,5095.149,533.9041,268.5748,45.3694,38.6622,39.5207,66.918,1173.999,3053.45,3049.588,-147.5779,-92.5599,-43.251,-12.2934,-34.2315,-28.9203,0.446,2.534523333,3.699166667,N_addition
2085.92,809.9254,209.5023,187.7901,9.8837,72.4949,265.8146,64.4399,0.7803,156.4726,148.8661,1944.42,21006.8,5092.601,611.4478,269.8145,86.0574,45.3179,42.0139,66.5635,1173.573,3053.595,3049.633,-149.5912,-92.6699,-43.3654,-12.2948,-34.437,-28.9717,0.284516129,-0.3338290323,-1.644032258,N_addition
2086,0,0,0,0,0,0,0,0.7803,140.7047,145.3661,1938.595,20996.33,5090.058,606.5513,271.6887,81.939,53.3369,43.9385,66.6795,1173.476,3053.466,3049.665,-149.5705,-92.7467,-43.4497,-12.2955,-34.6719,-29.0167,0.2138709677,-0.08228064516,-3.636290323,N_addition
2086.08,0,0,0,0,0,0,0,0.7803,125.8874,141.7767,1932.788,20985.85,5087.515,602.1794,273.5587,78.5348,60.4777,45.4052,67.168,1173.446,3053.367,3049.696,-149.5513,-92.8196,-43.5263,-12.2961,-34.892,-29.0657,0.2239285714,0,-7.123214286,N_addition
2086.17,0,0,0,0,0,0,0,0.7803,112.5994,138.2679,1926.998,20975.35,5084.972,598.2937,275.1651,75.6809,65.9379,46.5243,67.9286,1173.457,3053.172,3049.723,-149.5329,-92.8844,-43.6006,-12.2967,-35.0784,-29.1189,0.5174193548,0,-0.09193548387,N_addition
2086.25,0,0,0,0,0,0,0,0.7803,100.6657,134.8309,1921.225,20964.88,5082.429,593.5695,276.5445,72.0499,70.0202,47.6213,68.8727,1173.51,3053.193,3049.753,-149.5015,-92.9645,-43.6758,-12.2973,-35.2381,-29.1768,0.329,7.344726667,7.678333333,N_addition
2086.33,34.4162,30.9746,3.2695,0.1721,0,0,0,31.7549,94.7019,132.3509,1915.47,20954.39,5079.895,584.6548,276.397,64.587,66.8197,48.9895,70.5233,1173.677,3053.312,3049.805,-149.4182,-93.1127,-43.8087,-12.2986,-35.2761,-29.279,0.09161290323,14.79009355,13.50080645,N_addition
2086.42,212.9578,183.2575,28.2153,1.485,0,0,0,184.0379,109.8701,132.5641,1909.732,20943.92,5077.352,574.8406,276.332,57.1298,64.9266,49.6897,71.5533,1173.902,3054.373,3049.852,-149.321,-93.2777,-43.9458,-12.3002,-35.3313,-29.3724,0.2863333333,18.68558667,17.1925,N_addition
2086.5,460.9856,209.4863,87.5041,4.6055,28.6902,105.1973,25.5024,210.2666,153.0781,136.3728,1932.67,21038.63,5100.312,555.8696,276.1188,44.6701,62.5596,49.2884,72.5884,1174.266,3057.552,3049.917,-149.1286,-93.5977,-44.1725,-12.3022,-35.4254,-29.5159,0.5006451613,20.98362581,19.74435484,N_addition
2086.58,706.5937,209.5638,146.1873,7.6941,61.7667,226.478,54.9038,210.3441,184.6654,143.3206,1959.906,21149.36,5127.155,536.8392,275.3957,35.396,57.405,47.3868,74.079,1174.29,3058.871,3050.024,-148.9561,-93.915,-44.4797,-12.3048,-35.5109,-29.7057,0.3458064516,20.51373871,19.74596774,N_addition
2086.67,853.7829,209.6048,195.7819,10.3043,78.8566,289.1407,70.0947,210.3851,203.8225,150.5157,1971.089,21201.42,5139.774,516.6662,272.4074,28.0522,47.0608,44.4475,73.5449,1173.685,3057.766,3050.197,-148.7894,-94.2302,-44.9177,-12.3098,-35.4867,-29.9158,0.4543333333,15.05345667,14.7725,N_addition
2086.75,876.4894,209.6048,217.3531,11.4396,78.8566,289.1407,70.0947,210.3851,200.1955,153.9102,1965.184,21190.82,5137.211,495.0841,270.0384,21.661,42.1124,41.0599,71.6789,1172.193,3058.297,3050.343,-148.6101,-94.537,-45.3094,-12.3142,-35.5255,-30.0784,0.3264516129,6.305993548,7.538709677,N_addition
2086.83,883.0663,209.6048,223.6011,11.7685,78.8566,289.1407,70.0947,113.5525,189.2208,152.4111,1959.297,21180.22,5134.638,547.9986,270.1133,52.9608,45.0646,40.6403,70.7222,1171.351,3058,3050.418,-150.4955,-94.6668,-45.4973,-12.3164,-35.6682,-30.154,0.39,1.528333333,3.26,N_addition
2086.92,883.0663,209.6048,223.6011,11.7685,78.8566,289.1407,70.0947,0.785,171.9686,149.2552,1953.428,21169.62,5132.074,613.8077,271.7797,87.4171,52.5702,42.9701,70.5879,1171.09,3058.018,3050.461,-152.1213,-94.7669,-45.6064,-12.3175,-35.9014,-30.2072,0.3458064516,-0.7788548387,-2.217741935,N_addition
2087,0,0,0,0,0,0,0,0.785,153.8754,145.5741,1947.576,21159.02,5129.512,609.0114,274.1924,83.5018,62.0116,44.8686,70.9139,1171.048,3058.055,3050.492,-152.1061,-94.8447,-45.6859,-12.3185,-36.1775,-30.2549,0.4735483871,-0.2706548387,-10.16532258,N_addition
2087.08,0,0,0,0,0,0,0,0.785,137.1789,141.8655,1941.742,21148.42,5126.954,604.431,276.4589,79.9418,70.0148,46.3928,71.6227,1171.068,3058.257,3050.523,-152.0884,-94.922,-45.7641,-12.3191,-36.4285,-30.3103,0.1846428571,0,-6.74375,N_addition
2087.17,0,0,0,0,0,0,0,0.785,122.6462,138.3411,1935.925,21137.87,5124.397,600.1703,278.2719,76.7367,75.5105,47.5803,72.6345,1171.134,3058.289,3050.557,-152.0684,-95.0005,-45.8436,-12.3219,-36.6296,-30.3733,0.5070967742,0,0.2943548387,N_addition
2087.25,0,0,0,0,0,0,0,0.785,109.6235,134.8955,1930.125,21127.29,5121.839,595.2789,279.8184,72.9692,79.4723,48.6684,73.8223,1171.246,3058.372,3050.587,-152.0372,-95.0862,-45.9198,-12.3225,-36.7967,-30.4375,0.3346666667,6.90421,7.7575,N_addition
2087.33,15.3678,13.831,1.4599,0.0768,0,0,0,14.616,100.9753,132.2544,1924.343,21116.75,5119.275,586.9236,279.9208,65.988,76.097,49.9045,75.7556,1171.492,3058.504,3050.637,-151.9608,-95.2296,-46.0479,-12.3239,-36.839,-30.5438,0.3458064516,13.04415806,11.66532258,N_addition
2087.42,177.0887,154.007,21.9276,1.1541,0,0,0,154.792,112.0848,131.8768,1918.579,21106.21,5116.717,569.3189,277.9767,52.3772,64.0242,50.563,77.7255,1172.047,3060.044,3050.732,-151.7769,-95.5307,-46.3066,-12.3275,-36.7486,-30.721,0.269,19.85703667,18.42333333,N_addition
2087.5,403.643,209.5567,76.0232,4.0012,20.5311,75.2809,18.2499,210.3418,148.3465,136.0047,1933.341,21170.93,5132.403,548.3808,277.7174,39.8711,61.1059,49.0924,78.4146,1172.474,3064.062,3050.808,-151.5649,-95.8878,-46.5672,-12.3301,-36.8431,-30.8776,0.5632258065,22.29899032,21.09435484,N_addition
2087.58,645.827,209.6315,133.9182,7.0483,53.1412,194.8511,47.2367,210.4165,178.0806,143.3313,1960.108,21279.89,5158.817,520.5172,274.5664,27.8178,48.6251,45.1568,77.6695,1172.1,3065.973,3050.981,-151.3008,-96.3353,-47.0463,-12.3349,-36.7906,-31.1106,0.48,18.61051935,17.78387097,N_addition
2087.67,792.8697,209.6744,174.4582,9.182,71.9199,263.7063,63.9288,210.4594,191.1984,149.0706,1972.979,21338.09,5172.921,498.2149,271.8969,21.3902,42.3165,41.3989,75.1335,1170.714,3066.841,3051.142,-151.1178,-96.6571,-47.4806,-12.34,-36.8059,-31.2814,0.326,14.66728667,14.35333333,N_addition
2087.75,817.2223,209.6744,197.5932,10.3996,71.9199,263.7063,63.9288,210.4594,192.5405,151.5063,1967.069,21327.43,5170.332,485.9078,270.6884,19.1754,41.5825,39.4098,73.1724,1169.484,3066.202,3051.252,-151.0399,-96.8229,-47.7619,-12.3431,-36.8834,-31.3825,0.1290322581,8.539948387,9.396774194,N_addition
2087.83,818.2873,209.6744,198.6049,10.4529,71.9199,263.7063,63.9288,152.1288,177.4416,150.0307,1961.176,21316.77,5167.743,514.4128,270.1783,36.9636,42.6674,39.1752,71.8501,1168.538,3065.51,3051.337,-152.266,-96.94,-47.9664,-12.3459,-36.9799,-31.458,0.2906666667,4.144723333,5.365833333,N_addition
2087.92,818.2873,209.6744,198.6049,10.4529,71.9199,263.7063,63.9288,77.7572,162.2582,147.6115,1955.301,21306.11,5165.165,555.6517,270.6175,60.5072,46.4222,39.7319,71.1108,1167.924,3065.081,3051.398,-153.5768,-97.0298,-48.1188,-12.3473,-37.1284,-31.5191,0.4312903226,-0.2207677419,-0.006451612903,N_addition
2088,0,0,0,0,0,0,0,0.7776,145.6961,144.0858,1949.444,21295.45,5162.577,600.6339,272.674,83.898,55.0265,41.8434,71.1016,1167.753,3064.843,3051.431,-154.6705,-97.0989,-48.197,-12.3486,-37.3758,-31.5586,0.3467741935,-0.1678032258,-2.194354839,N_addition
2088.08,0,0,0,0,0,0,0,0.7776,130.2679,140.5073,1943.604,21284.8,5159.998,595.577,274.6506,79.6358,62.4644,43.768,71.486,1167.65,3064.989,3051.461,-154.6459,-97.1771,-48.2764,-12.3492,-37.6064,-31.6077,0.2942857143,-0.016725,-5.902678571,N_addition
2088.17,0,0,0,0,0,0,0,0.7776,116.4917,137.0231,1937.782,21274.13,5157.414,591.1077,276.3278,76.1037,68.0583,45.1992,72.1601,1167.618,3065,3051.495,-154.6231,-97.2516,-48.3538,-12.352,-37.8003,-31.6626,0.1606451613,0.6558870968,1.795967742,N_addition
2088.25,0,0,0,0,0,0,0,0.7776,104.2727,133.6544,1931.977,21263.48,5154.84,586.7286,277.6941,72.7426,71.8864,46.3559,73.0533,1167.628,3064.831,3051.527,-154.5959,-97.3255,-48.4297,-12.3528,-37.9562,-31.7198,0.1553333333,5.895783333,4.905,N_addition
2088.33,0,0,0,0,0,0,0,0.7776,94.8119,130.9555,1926.189,21252.87,5152.262,580.2543,277.7674,67.3558,69.5261,47.6177,74.4448,1167.698,3064.649,3051.577,-154.5396,-97.4331,-48.5497,-12.3545,-38.0022,-31.8102,0.2329032258,13.48262903,12.1733871,N_addition
2088.42,119.343,107.4087,11.3376,0.5967,0,0,0,108.1863,97.5337,130.0432,1920.419,21242.27,5149.689,566.5461,275.332,56.2298,56.9196,48.9375,75.8135,1167.938,3064.445,3051.677,-154.396,-97.6593,-48.8038,-12.3576,-37.8749,-31.9681,0.2263333333,19.23104,17.61833333,N_addition
2088.5,355.2839,209.6226,63.6554,3.3503,14.158,51.9127,12.5849,210.4002,135.3395,133.2903,1928.817,21283.57,5159.695,552.8721,274.7524,47.2106,54.6709,48.8764,75.6337,1168.16,3065.823,3051.747,-154.258,-97.8913,-49.0127,-12.3599,-37.9294,-32.0739,0.2403225806,21.58012258,20.23145161,N_addition
2088.58,589.9296,209.6943,119.948,6.3131,45.7153,167.6229,40.6359,210.4719,167.4287,139.4207,1954.549,21388.62,5185.16,531.4205,275.1807,35.7538,55.6188,47.1028,75.9855,1168.205,3070.038,3051.822,-154.0452,-98.248,-49.2778,-12.3622,-38.1101,-32.2271,0.1551612903,20.34569032,19.41935484,N_addition
2088.67,806.502,209.7603,172.0914,9.0574,74.8067,274.2913,66.4948,210.5379,190.3734,146.5671,1977.744,21484.57,5208.419,518.6531,276.1268,31.4835,59.6505,45.3238,75.842,1167.901,3071.209,3051.899,-153.9534,-98.4557,-49.4999,-12.3647,-38.3272,-32.3405,0.2673333333,14.01414333,13.7175,N_addition
2088.75,844.7767,209.7662,198.6392,10.4547,76.665,281.1049,68.1467,210.5438,194.4763,149.4005,1973.672,21480.66,5207.463,505.7577,277.1046,27.3671,61.8907,43.5229,76.7214,1167.322,3073.24,3051.957,-153.8526,-98.6539,-49.691,-12.3666,-38.5136,-32.4624,0.8532258065,10.42412258,11.33387097,N_addition
2088.83,859.4533,209.7662,212.582,11.1885,76.665,281.1049,68.1467,197.3109,190.6131,149.3801,1967.76,21469.94,5204.86,501.9235,276.0151,28.6708,56.3697,41.686,77.1528,1166.474,3073.208,3052.057,-154.0513,-98.8333,-49.9501,-12.3699,-38.5365,-32.6048,0.426,0.4746866667,1.170833333,N_addition
2088.92,859.4533,209.7662,212.582,11.1885,76.665,281.1049,68.1467,0.7711,172.8455,146.2497,1961.865,21459.22,5202.252,623.0278,277.7465,96.0485,62.9361,42.3051,77.307,1166.153,3073.178,3052.102,-157.2463,-98.917,-50.0609,-12.371,-38.7613,-32.6649,0.1803225806,-0.1559451613,-4.508064516,N_addition
2089,0,0,0,0,0,0,0,0.7711,154.8551,142.6829,1955.988,21448.5,5199.649,618.2766,280.0695,91.6733,71.1552,44.5752,77.8319,1166.142,3073.4,3052.14,-157.2314,-98.9922,-50.1477,-12.374,-39.0239,-32.7224,0.4267741935,0,-5.671774194,N_addition
2089.08,0,0,0,0,0,0,0,0.7711,138.6062,139.1732,1950.128,21437.79,5197.045,613.1866,282.1121,87.0385,77.5337,46.589,78.6759,1166.215,3073.743,3052.178,-157.2072,-99.0786,-50.2373,-12.3771,-39.2517,-32.7882,0.2186206897,0,-4.938793103,N_addition
2089.17,0,0,0,0,0,0,0,0.7711,123.9629,135.7254,1944.286,21427.08,5194.453,608.2131,283.8849,82.6954,82.2884,48.2044,79.7397,1166.351,3073.928,3052.213,-157.1797,-99.1674,-50.3192,-12.3778,-39.4413,-32.8535,0.1809677419,-0.01599677419,-0.4225806452,N_addition
2089.25,0,0,0,0,0,0,0,0.7711,110.8092,132.3475,1938.462,21416.36,5191.849,603.6358,285.4037,78.9226,85.6301,49.4169,80.9408,1166.523,3073.932,3052.251,-157.1523,-99.2499,-50.3972,-12.3809,-39.6,-32.9203,0.598,7.492546667,6.646666667,N_addition
2089.33,0,0,0,0,0,0,0,0.7711,100.719,129.8056,1932.655,21405.64,5189.256,594.3958,285.1715,70.531,79.8521,51.0563,82.9631,1166.935,3074.311,3052.311,-157.0664,-99.4111,-50.5492,-12.3829,-39.6048,-33.0425,0.3632258065,13.18643226,11.8266129,N_addition
2089.42,133.8822,120.494,12.7188,0.6694,0,0,0,121.2651,104.0046,129.1497,1926.865,21394.92,5186.668,580.6863,283.5786,59.2002,68.927,51.9924,84.437,1167.613,3075.25,3052.399,-156.9261,-99.6544,-50.7778,-12.3861,-39.5152,-33.1935,0.4113333333,18.75768,17.45,N_addition
2089.5,337.687,209.7125,61.3225,3.2275,11.4164,41.8601,10.1479,210.4836,137.2184,132.354,1932.502,21426.06,5194.223,561.6282,280.4821,46.269,54.2918,51.2654,84.0673,1168.462,3076.265,3052.539,-156.7297,-99.9936,-51.1505,-12.3905,-39.3668,-33.3788,0.6403225806,19.80554839,18.66451613,N_addition
2089.58,548.7566,209.7753,111.6551,5.8766,39.8609,146.1567,35.4319,210.5463,165.5109,137.4528,1955.113,21519.62,5216.904,537.9405,277.2104,34.0907,44.0669,48.356,81.1479,1168.957,3077.776,3052.701,-156.4951,-100.3993,-51.5923,-12.3955,-39.2885,-33.5464,0.08709677419,20.06692903,19.2733871,N_addition
2089.67,732.1235,209.8277,157.8626,8.3086,64.1024,235.0423,56.9799,210.5987,185.4247,143.4059,1973.459,21597.73,5235.837,529.6744,277.7474,32.0449,49.2566,46.9935,79.1765,1168.91,3077.457,3052.783,-156.4503,-100.5424,-51.7977,-12.3979,-39.4745,-33.6088,0.5303333333,15.55603,15.29666667,N_addition
2089.75,754.5892,209.8277,179.205,9.4318,64.1024,235.0423,56.9799,210.5987,183.5178,146.557,1967.547,21586.95,5233.215,514.5255,278.7115,27.0099,53.2911,44.6557,78.9166,1168.526,3080.063,3052.847,-156.3245,-100.7799,-51.9991,-12.4008,-39.6805,-33.7143,0.385483871,8.010896774,8.839516129,N_addition
2089.83,757.7852,209.8277,182.2412,9.5916,64.1024,235.0423,56.9799,138.1057,171.0464,145.1657,1961.653,21576.17,5230.597,550.0302,278.0849,47.4517,51.6078,44.4222,78.2443,1168.165,3080.22,3052.933,-157.685,-100.9483,-52.2184,-12.4031,-39.7419,-33.8131,0.328,0.4974433333,1.050833333,N_addition
2089.92,757.7852,209.8277,182.2412,9.5916,64.1024,235.0423,56.9799,0.7807,155.0301,142.1416,1955.777,21565.39,5227.983,632.9894,279.4335,92.381,57.344,45.7481,77.9839,1168.141,3080.088,3052.981,-159.7197,-101.0373,-52.3326,-12.405,-39.9375,-33.8662,0.6448387097,-0.0136,0.124516129,N_addition
2090,0,0,0,0,0,0,0,0.7807,138.8876,138.6735,1949.918,21554.61,5225.364,626.999,281.4258,86.8502,64.7877,47.9447,78.1956,1168.312,3080.464,3053.019,-159.6875,-101.1378,-52.4198,-12.4081,-40.1738,-33.9178,0.2767741935,0,-5.955645161,N_addition
